date,price
1999-01-13,1.814
1999-01-13,1.87
1999-01-13,1.77
1999-01-12,1.85
1999-01-12,1.85
1999-01-12,1.82
1999-01-12,1.869
1999-01-12,1.821
1999-01-11,1.779
1999-01-11,1.809
1999-01-11,1.815
1999-01-11,1.837
1999-01-11,1.83
1999-01-08,1.9
1999-01-08,1.83
1999-01-08,1.849
1999-01-08,1.863
1999-01-08,1.847
1999-01-07,1.865
1999-01-07,1.856
1999-01-07,1.91
1999-01-07,1.847
1999-01-07,1.836
1999-01-06,1.936
1999-01-06,1.928
1999-01-06,1.931
1999-01-06,2.04
1999-01-06,1.916
1999-01-05,2.05
1999-01-05,1.951
1999-01-05,1.975
1999-01-05,1.962
1999-01-05,1.976
1999-01-04,2.003
1999-01-04,2.071
1999-01-04,2.1
1999-01-04,2
1999-01-04,2.053
1998-12-31,1.945
1998-12-31,1.903
1998-12-31,1.95
1998-12-31,1.908
1998-12-31,1.936
1998-12-30,1.879
1998-12-30,1.855
1998-12-30,1.81
1998-12-30,1.886
1998-12-30,1.87
1998-12-29,1.799
1998-12-29,1.82
1998-12-29,1.797
1998-12-29,1.781
1998-12-29,1.765
1998-12-28,1.82
1998-12-28,1.82
1998-12-28,1.79
1998-12-28,1.789
1998-12-28,1.788
1998-12-24,1.881
